station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,avg_wind_speed_kts,avg_wind_drct,max_rh,avg_feel
GXY,2024-10-23,77.0,34.0,40.0,27.0,4.9531646,107.46935,82.07766,52.340057
LMO,2024-10-23,74.7,36.5,37.2,29.3,2.2473867,326.37476,74.89388,54.436733
GXY,2024-10-24,68.0,33.0,38.0,24.0,11.470487,340.26147,81.78129,47.857933
LMO,2024-10-24,75.0,40.0,35.0,21.6,6.9965158,16.098625,68.95791,54.89554
FNL,2024-10-24,66.0,36.0,37.0,24.0,11.818077,3.774213,78.94063,49.952442
FNL,2024-10-25,65.0,31.0,31.0,25.0,3.7365978,36.819084,84.98082,45.811832
LMO,2024-10-25,64.8,33.3,31.0,25.0,1.9407666,298.737,76.60883,45.71524
GXY,2024-10-25,68.0,27.0,31.0,19.0,3.3890073,344.31094,78.16274,43.81549
LMO,2024-10-26,73.2,32.0,34.0,24.6,1.1324042,258.96368,78.42651,48.7083
GXY,2024-10-26,73.0,28.0,32.0,22.0,3.215212,337.96774,81.40082,44.910152
FNL,2024-10-26,70.0,34.0,35.0,27.0,2.6938264,30.278212,75.45912,49.44522
LMO,2024-10-27,71.6,32.0,33.0,15.0,1.4773519,250.72021,71.35616,52.624252
GXY,2024-10-27,71.0,28.0,33.0,20.0,3.6497002,312.0096,78.339096,47.839554
FNL,2024-10-27,69.0,37.0,37.0,24.0,3.041417,11.575915,67.304695,52.780148
LMO,2024-10-28,83.0,45.5,31.0,16.0,3.7195573,37.4908,46.15179,61.935238
FNL,2024-10-28,75.0,44.0,36.0,22.0,4.2579837,38.684067,62.839287,56.121563
GXY,2024-10-28,69.0,40.0,33.0,23.0,4.6924715,3.2934866,62.44487,51.76959
FNL,2024-10-29,55.0,33.0,36.0,24.0,6.3435264,25.306227,86.59301,44.019558
LMO,2024-10-29,56.5,37.6,35.8,26.4,4.491289,13.653783,80.68148,47.025654
GXY,2024-10-29,58.0,32.0,33.0,23.0,8.4290695,13.407865,85.10684,42.480904
GXY,2024-10-30,45.0,32.0,35.6,30.2,5.0400624,31.770138,100.0,34.83424
LMO,2024-10-30,46.4,37.0,36.3,33.0,2.9965158,29.065542,87.79684,37.839783
FNL,2024-10-30,45.0,34.0,35.6,28.0,4.2579837,46.80758,100.0,35.01059
LMO,2024-10-31,55.6,33.0,35.2,24.8,2.2578397,354.75662,94.908745,40.10433
GXY,2024-10-31,55.0,32.0,36.0,25.0,4.8662667,322.12463,100.0,36.86653
FNL,2024-10-31,52.0,29.0,35.6,27.0,4.0841885,31.16295,100.0,34.439693
FNL,2024-11-01,59.0,28.0,29.0,22.0,5.0400624,108.265495,81.47782,39.423016
LMO,2024-11-01,60.0,29.0,28.4,22.0,2.651568,339.07138,74.8682,43.12452
GXY,2024-11-01,60.0,24.0,30.0,23.0,5.7352433,112.70436,95.96797,38.757458
GXY,2024-11-02,63.0,26.0,33.0,23.0,5.4745502,49.71338,88.334496,39.09779
FNL,2024-11-02,60.0,27.0,31.0,23.0,4.9531646,4.57206,88.38497,39.38673
LMO,2024-11-02,61.0,28.0,29.0,21.0,2.5087109,303.8176,77.25759,43.810223
FNL,2024-11-03,58.0,35.0,36.0,25.0,6.8649125,1.4993546,82.22324,40.07258
GXY,2024-11-03,58.0,32.0,36.0,25.0,8.950456,338.58438,92.42049,41.129307
LMO,2024-11-03,60.4,31.0,36.5,23.0,3.8501742,42.25869,84.75094,43.8542
GXY,2024-11-04,49.0,26.0,29.0,21.0,7.386298,342.44656,88.2837,34.24223
FNL,2024-11-04,48.0,28.0,31.0,23.0,7.386298,342.69214,88.43512,33.264664
LMO,2024-11-04,47.5,29.0,36.0,25.0,1.7560976,308.32684,86.81683,37.747967
GXY,2024-11-05,52.0,19.0,27.0,15.0,6.256629,349.4713,91.829796,31.708597
LMO,2024-11-05,57.6,25.7,32.0,14.5,4.8083625,308.2816,92.287315,36.729263
FNL,2024-11-05,56.0,22.0,32.0,11.0,7.994581,4.8212495,95.93131,30.896297
FNL,2024-11-06,38.0,28.0,29.0,19.0,11.209793,21.968372,92.91646,23.111637
GXY,2024-11-06,39.0,30.0,29.0,19.0,12.860848,13.140527,92.91646,23.47997
LMO,2024-11-06,36.3,31.0,30.7,22.3,3.9860628,7.2775707,91.13864,28.888184
FNL,2024-11-07,39.0,22.0,32.0,18.0,4.7793694,130.9489,92.21943,24.900986
LMO,2024-11-07,39.6,24.0,33.3,21.0,1.3414634,62.531963,88.68119,31.278273
GXY,2024-11-07,38.0,21.0,31.0,15.0,3.910393,129.3266,92.97254,26.043156
GXY,2024-11-08,36.0,31.0,32.0,30.0,4.9531646,7.069234,100.0,27.584505
LMO,2024-11-08,37.4,34.3,34.0,31.5,3.2229965,3.6653361,93.08276,32.33114
FNL,2024-11-08,35.0,31.0,33.8,28.4,5.6483455,6.185844,100.0,27.04759
FNL,2024-11-09,44.0,31.0,38.0,30.0,6.6042194,146.9242,100.0,32.266693
LMO,2024-11-09,50.0,33.3,37.4,29.3,2.1707318,227.67198,92.35433,37.74267
GXY,2024-11-09,42.0,29.0,38.0,28.0,7.5600934,325.0181,100.0,30.626358
LMO,2024-11-10,69.4,30.2,38.3,25.0,2.3135889,306.57303,86.0925,45.237476
FNL,2024-11-10,68.0,28.0,38.0,27.0,2.2593381,92.125465,93.13691,42.69937
GXY,2024-11-10,64.0,25.0,42.0,24.0,2.5200312,333.52484,100.0,37.731773
GXY,2024-11-11,58.0,25.0,36.0,24.8,3.6497002,121.47722,96.00415,35.65826
FNL,2024-11-11,61.0,31.0,32.0,24.0,3.9972906,72.719826,85.10684,40.99429
LMO,2024-11-11,63.7,31.0,33.0,23.0,1.3101045,140.29668,84.98082,43.385643
LMO,2024-11-12,62.0,26.4,33.0,18.7,3.3344948,325.9982,85.681244,42.62117
GXY,2024-11-12,56.0,23.0,35.0,22.0,6.95181,350.61844,95.96797,36.688602
FNL,2024-11-12,61.0,25.0,32.0,22.0,5.4745502,355.80383,92.287315,40.633648
FNL,2024-11-13,52.0,31.0,26.0,18.0,6.8649125,27.002123,75.067375,37.22547
LMO,2024-11-13,53.8,32.0,30.7,20.3,4.195122,113.21007,77.28367,39.89782
GXY,2024-11-13,53.0,28.0,32.0,20.0,8.515967,2.3228226,88.334496,35.17577
GXY,2024-11-14,64.0,23.0,29.0,22.0,3.1283145,197.30284,95.89414,37.22228
LMO,2024-11-14,64.0,25.0,28.4,14.5,2.163763,219.13622,79.95626,40.36217
FNL,2024-11-14,63.0,26.0,27.0,19.0,5.0400624,162.31189,84.91722,40.062126
LMO,2024-11-15,56.3,25.0,29.0,19.4,2.0662022,64.407326,79.42359,37.149555
FNL,2024-11-15,54.0,27.0,28.0,21.0,3.3890073,36.656433,81.55437,35.942734
GXY,2024-11-15,51.0,22.0,29.0,20.0,3.215212,37.83544,95.856476,29.14017
FNL,2024-11-16,55.0,23.0,31.0,10.0,6.430424,338.1004,92.25349,36.8674
LMO,2024-11-16,58.3,26.6,32.0,9.5,5.912892,245.90825,83.756256,41.036194
GXY,2024-11-16,56.0,20.0,27.0,13.0,5.561448,337.41046,91.866394,33.860447
FNL,2024-11-17,54.0,24.0,25.0,16.0,5.12696,57.074093,84.78886,32.444233
LMO,2024-11-17,58.3,25.7,26.8,10.0,3.041812,276.88702,76.59766,37.801876
GXY,2024-11-17,55.0,21.0,27.0,14.0,4.171086,134.50012,88.18114,31.873245
LMO,2024-11-18,59.0,24.0,21.2,11.0,5.4634147,262.85303,68.11648,39.97602
GXY,2024-11-18,57.0,18.0,24.0,3.0,9.12425,323.84723,87.972015,32.357533
FNL,2024-11-18,57.0,22.0,23.0,10.0,7.212503,337.29312,84.46092,33.977055
LMO,2024-11-19,43.5,23.0,19.2,-4.0,7.4947734,277.69745,53.590755,29.828518
FNL,2024-11-19,40.0,25.0,13.0,-2.0,14.164312,318.74493,52.83761,22.95278
GXY,2024-11-19,42.0,22.0,14.0,-1.0,16.162958,307.20895,52.679283,22.678106
GXY,2024-11-20,50.0,15.0,13.0,5.0,3.475905,313.80194,70.41479,26.090973
LMO,2024-11-20,48.4,17.0,14.4,-2.4,2.867596,352.0443,59.58999,30.396898
FNL,2024-11-20,51.0,18.0,18.0,0.0,4.2579837,91.340485,60.529972,27.942327
GXY,2024-11-21,54.0,18.0,22.0,13.0,2.780724,314.49902,77.06055,29.388271
LMO,2024-11-21,56.3,21.4,22.3,13.0,0.83623695,276.70697,74.080185,35.294228
FNL,2024-11-21,56.0,20.0,21.0,12.0,2.6069288,35.24707,68.56635,35.039978
FNL,2024-11-22,57.0,30.0,29.0,18.0,2.3462358,176.54611,75.362,41.137016
GXY,2024-11-22,59.0,24.0,28.0,18.0,2.1724405,287.2446,81.47782,35.408627
LMO,2024-11-22,54.5,32.0,28.2,18.7,1.2404181,263.0284,75.16613,39.426163
LMO,2024-11-23,62.8,29.0,25.5,19.0,2.2020905,59.980515,70.2216,42.66225
FNL,2024-11-23,55.0,30.0,27.0,16.0,2.6938264,50.636757,66.81778,40.120373
GXY,2024-11-23,57.0,25.0,30.0,21.0,2.4331334,332.0475,84.724075,34.207767
LMO,2024-11-24,62.6,28.8,32.0,19.4,5.3101044,53.591175,87.52431,41.16853
GXY,2024-11-24,56.0,23.0,32.0,20.0,8.515967,20.757788,88.07725,31.808851
FNL,2024-11-24,56.0,30.0,33.0,19.0,7.7338886,41.834522,92.91646,37.039543
GXY,2024-11-25,49.0,15.0,28.0,13.0,4.8662667,131.45584,92.5656,26.206802
FNL,2024-11-25,49.0,20.0,32.0,18.0,5.2138577,152.98534,92.62583,27.964094
LMO,2024-11-25,52.0,25.5,30.7,16.3,2.216028,144.08719,88.583694,35.324528
FNL,2024-11-26,48.0,24.0,33.0,21.2,3.3890073,44.56932,88.18114,34.439144
LMO,2024-11-26,53.0,26.0,32.4,18.0,1.8815331,12.566639,78.241646,38.16142
GXY,2024-11-26,48.0,23.0,33.0,21.0,3.3890073,32.172318,88.334496,33.088417
GXY,2024-11-27,40.0,26.0,36.0,22.0,8.4290695,346.97748,96.05751,26.934793
LMO,2024-11-27,43.0,20.3,34.3,16.5,4.916376,355.50107,90.14704,27.696444
FNL,2024-11-27,39.0,21.0,36.0,19.0,7.2994003,11.293341,100.0,24.354427
LMO,2024-11-28,40.0,14.0,24.0,9.5,1.8191882,222.53133,85.386345,23.428686
GXY,2024-11-28,40.0,15.0,29.0,14.0,3.910393,200.74483,91.866394,23.312008
FNL,2024-11-28,38.0,16.0,27.0,15.0,4.7793694,186.79976,91.97475,20.86475
GXY,2024-11-29,40.0,14.0,26.0,12.0,2.4331334,329.16354,91.75586,22.63266
LMO,2024-11-29,51.8,15.0,21.7,6.3,3.0222998,237.02353,81.07072,30.038927
FNL,2024-11-29,44.0,15.0,26.0,14.0,3.5628026,81.295525,87.972015,24.943153
LMO,2024-11-30,54.5,22.5,25.0,6.3,2.9965158,29.161734,73.66074,36.866455
FNL,2024-11-30,50.0,20.0,23.0,8.0,6.169731,74.72289,69.04303,31.796877
GXY,2024-11-30,48.0,21.0,25.0,14.0,4.5186763,114.12692,84.6589,29.779472
LMO,2024-12-01,52.7,21.2,24.3,15.4,1.8989547,285.464,79.72664,33.610516
FNL,2024-12-01,50.0,22.0,23.0,18.0,2.4331334,121.4982,80.8487,32.925995
GXY,2024-12-01,51.0,19.0,24.0,17.0,2.6069288,335.92764,88.18114,28.882393
GXY,2024-12-02,49.0,18.0,24.0,15.0,3.3021097,313.48474,88.12936,26.404919
LMO,2024-12-02,53.2,21.2,25.5,16.5,1.2473868,274.31274,79.30503,33.955063
FNL,2024-12-02,50.0,22.0,26.0,17.0,3.215212,66.58908,81.40082,31.25114
GXY,2024-12-03,58.0,19.0,29.0,16.0,3.3021097,282.55798,88.23258,30.853786
FNL,2024-12-03,61.0,25.0,27.0,17.0,2.6069288,185.6098,84.724075,39.409576
LMO,2024-12-03,63.5,23.0,27.7,16.0,1.28223,271.4272,82.1033,38.522835
GXY,2024-12-04,57.0,21.0,27.0,18.0,3.8234954,285.378,88.18114,32.550514
LMO,2024-12-04,60.4,25.0,26.6,14.0,2.6759582,257.97464,73.044785,38.642155
FNL,2024-12-04,58.0,23.0,22.0,17.0,4.8662667,181.01631,71.669754,38.407692
FNL,2024-12-05,52.0,22.0,24.0,19.0,2.780724,56.910282,80.92901,33.11258
GXY,2024-12-05,49.0,19.0,26.0,16.0,2.6069288,336.26508,87.865425,27.085497
LMO,2024-12-05,55.6,23.7,23.5,17.6,1.4320557,269.55603,78.57099,35.08809
GXY,2024-12-06,57.0,18.0,24.0,16.0,2.6069288,318.20316,91.75586,29.64838
LMO,2024-12-06,61.7,22.3,26.6,13.0,1.7421603,267.56613,76.243996,37.663982
FNL,2024-12-06,58.0,26.0,22.0,17.6,2.780724,83.62282,74.76778,37.367805
GXY,2024-12-07,57.0,17.0,25.0,14.0,2.1724405,301.92056,87.81161,29.940096
LMO,2024-12-07,60.8,23.0,24.0,10.4,1.7839721,263.2587,70.994545,36.936172
FNL,2024-12-07,59.0,22.0,27.0,16.0,3.041417,162.33304,81.32336,38.16336
GXY,2024-12-08,57.0,21.0,27.0,13.0,5.561448,306.5544,84.78886,31.99452
FNL,2024-12-08,52.0,24.0,26.0,16.0,4.2579837,126.44162,81.40082,36.14191
LMO,2024-12-08,57.7,26.4,27.5,12.0,3.8745644,247.98683,72.5005,39.7966
GXY,2024-12-09,40.0,24.0,19.0,7.0,13.990518,355.95575,77.529175,22.602634
LMO,2024-12-09,39.4,23.7,25.0,11.0,2.7456446,124.0035,84.724075,28.81077
FNL,2024-12-09,40.0,21.0,21.2,9.0,8.689762,2.3801334,80.8487,24.044691
LMO,2024-12-10,42.0,14.5,21.2,1.0,5.2961674,267.55893,85.94516,26.859566
GXY,2024-12-10,40.0,18.0,21.0,3.0,7.212503,318.16107,84.394104,22.797644
FNL,2024-12-10,41.0,18.0,18.0,0.0,8.863558,305.0464,87.972015,22.320648
LMO,2024-12-11,52.7,27.5,17.0,6.4,3.84669,267.78513,53.978622,36.098583
FNL,2024-12-11,46.0,16.0,19.0,11.0,3.8234954,48.664387,77.24964,26.489498
GXY,2024-12-11,50.0,15.0,18.0,11.0,5.387653,106.49,80.35655,26.607754
FNL,2024-12-12,52.0,20.0,19.0,12.0,4.431779,45.30082,77.43654,29.9097
GXY,2024-12-12,52.0,15.0,22.0,11.0,4.6924715,101.50714,80.68664,28.445026
LMO,2024-12-12,54.5,20.7,18.0,12.4,2.7874565,1.2156464,70.5349,35.402626
LMO,2024-12-13,53.6,20.0,23.4,5.4,5.759582,252.6373,79.69265,35.312355
FNL,2024-12-13,51.0,21.0,23.0,10.0,5.12696,348.63657,84.52733,30.922762
GXY,2024-12-13,47.0,20.0,23.0,13.0,4.344881,358.13943,88.0248,27.828054
FNL,2024-12-14,52.0,19.0,20.0,12.0,2.9545193,36.4547,73.83809,30.849482
GXY,2024-12-14,54.0,16.0,20.0,11.0,3.5628026,319.3953,80.5226,26.760519
LMO,2024-12-14,55.0,25.7,20.0,10.8,2.8634686,299.5489,63.18435,36.909607
LMO,2024-12-15,55.8,29.0,21.0,7.7,10.857142,261.94534,63.26505,46.522423
GXY,2024-12-15,55.0,20.0,23.0,8.0,11.209793,312.14926,80.8487,32.437405
FNL,2024-12-15,53.0,25.0,21.0,10.0,10.688408,279.99908,68.445625,40.87632
LMO,2024-12-16,46.6,25.0,17.4,9.0,3.6898954,258.39575,71.22206,30.539957
FNL,2024-12-16,47.0,22.0,17.0,10.0,6.5173216,143.09068,74.25711,25.891245
GXY,2024-12-16,46.0,18.0,17.0,7.0,7.2994003,30.93241,73.83809,23.974297
LMO,2024-12-17,55.4,25.5,29.0,17.2,8.905923,278.44925,77.441376,39.326958
FNL,2024-12-17,52.0,23.0,28.0,17.0,10.25392,314.3127,88.43512,31.811226
GXY,2024-12-17,54.0,20.0,28.4,13.0,9.12425,319.58347,88.0248,29.706053
LMO,2024-12-18,61.7,21.4,26.4,12.0,4.756098,271.88422,83.28771,39.66071
FNL,2024-12-18,52.0,20.0,32.0,13.0,4.344881,50.502728,92.11594,26.333454
GXY,2024-12-18,42.0,13.0,24.0,10.0,2.8676217,330.7726,91.75586,20.874935
LMO,2024-12-19,63.5,23.0,18.0,6.0,6.303136,264.31903,69.15742,48.716114
FNL,2024-12-19,62.0,24.0,20.0,5.0,8.168377,106.36727,62.64032,42.8011
GXY,2024-12-19,60.0,17.0,23.0,12.0,6.169731,77.35933,77.803856,34.22869
FNL,2024-12-20,63.0,21.0,21.0,8.0,5.387653,62.357132,77.529175,36.631123
GXY,2024-12-20,56.0,14.0,21.0,9.0,2.8676217,357.40134,83.91452,27.246498
LMO,2024-12-20,64.4,18.0,23.0,11.0,2.2583027,97.36457,78.08495,38.683487
GXY,2024-12-21,59.0,17.0,20.0,11.0,2.6069288,323.33377,74.15324,31.030735
LMO,2024-12-21,64.0,27.0,19.2,10.4,1.9756098,280.22992,58.08187,40.90115
FNL,2024-12-21,62.0,30.0,20.0,11.0,4.0841885,184.04668,56.121025,41.245415
GXY,2024-12-22,54.0,25.0,26.0,16.0,4.0841885,297.6009,74.4631,33.238914
LMO,2024-12-22,60.0,41.0,25.5,11.3,2.7770035,258.7298,53.7125,47.73179
FNL,2024-12-22,54.0,31.0,24.8,15.0,4.431779,84.87718,58.55856,38.94413
GXY,2024-12-23,52.0,26.0,28.0,21.0,3.3890073,356.6786,81.088165,36.574917
FNL,2024-12-23,51.0,27.0,26.0,21.0,3.3021097,44.783638,77.803856,38.9482
LMO,2024-12-23,48.4,32.4,27.0,22.6,1.5191637,313.86862,70.56405,40.390503
GXY,2024-12-24,55.0,21.0,29.0,18.0,3.6497002,128.47188,88.12936,32.865673
FNL,2024-12-24,53.0,25.0,28.4,23.0,3.1283145,145.02592,88.2837,36.77894
LMO,2024-12-24,54.5,24.0,28.2,19.0,2.2473867,279.0421,82.47441,36.307285
GXY,2024-12-25,53.0,22.0,33.0,19.0,3.6497002,10.667446,88.23258,34.059032
LMO,2024-12-25,53.0,31.6,39.2,24.3,2.3972125,251.72978,85.47583,40.016445
FNL,2024-12-25,50.0,27.0,38.0,25.0,4.605574,118.09873,88.96647,35.094093
FNL,2024-12-26,42.0,24.0,35.0,22.0,4.171086,107.856255,92.80228,29.198217
LMO,2024-12-26,43.7,24.3,34.7,22.6,2.2334495,308.36044,90.78573,34.87664
GXY,2024-12-26,44.0,15.0,28.0,13.0,2.1724405,322.06992,91.97475,28.734478
FNL,2024-12-27,46.0,29.0,25.0,11.0,4.344881,97.90088,81.40082,33.53803
LMO,2024-12-27,48.4,30.0,25.0,7.5,4.6829267,253.21898,69.73305,37.41543
GXY,2024-12-27,48.0,20.0,26.0,10.0,3.910393,117.36902,91.97475,28.980873
FNL,2024-12-28,47.0,22.0,31.0,17.0,3.6497002,56.849895,80.92901,30.68958
GXY,2024-12-28,46.0,17.0,30.0,11.0,3.475905,343.40375,84.122635,28.483482
LMO,2024-12-28,56.7,25.0,27.3,18.5,5.43554,254.24837,77.803856,39.049107
FNL,2024-12-29,49.0,29.0,30.0,25.0,5.2138577,89.48148,84.85323,32.73479
LMO,2024-12-29,57.2,28.0,33.0,22.6,4.045296,28.363684,84.08544,40.908665
GXY,2024-12-29,54.0,22.0,30.0,19.0,6.082834,85.86107,88.18114,33.124916
LMO,2024-12-30,50.0,27.5,34.0,-1.0,12.139373,288.63876,61.969887,36.74876
FNL,2024-12-30,49.0,26.0,28.0,3.0,14.946391,308.6299,55.136906,32.936
GXY,2024-12-30,49.0,25.0,26.0,5.0,15.293982,318.48495,88.23258,28.924711
FNL,2024-12-31,37.0,15.0,20.0,10.0,5.9090385,181.55846,87.91889,17.286951
GXY,2024-12-31,37.0,12.0,21.0,8.0,3.910393,140.30827,87.81161,18.828428
LMO,2024-12-31,40.0,15.0,20.0,6.6,2.0069687,128.13396,81.951645,25.270395
FNL,2025-01-01,29.0,9.0,23.0,6.8,3.7365978,25.616299,92.62583,14.961327
LMO,2025-01-01,46.8,10.6,19.0,3.6,3.6376307,289.35977,85.914345,24.79594
GXY,2025-01-01,37.0,7.0,18.0,3.0,3.041417,4.4979734,83.91452,17.56604
FNL,2025-01-02,51.0,20.0,30.0,14.0,5.8221407,45.97317,92.8597,26.59669
GXY,2025-01-02,50.0,19.0,28.0,17.0,5.387653,62.66981,92.8597,25.465755
LMO,2025-01-02,50.5,22.5,27.5,15.0,2.8292682,55.558205,87.745155,31.528286
GXY,2025-01-03,43.0,15.0,28.4,13.0,2.9545193,72.03172,100.0,22.246178
FNL,2025-01-03,49.0,24.0,28.4,19.4,3.1283145,84.247665,92.91646,29.106827
LMO,2025-01-03,50.5,26.0,32.0,20.0,1.2229965,9.420276,92.25349,31.689661
FNL,2025-01-04,25.0,15.0,23.0,12.2,5.4745502,63.06782,92.74416,15.371528
GXY,2025-01-04,26.0,15.0,24.8,10.4,6.428273,92.84538,100.0,14.367046
LMO,2025-01-04,27.5,19.4,24.3,16.7,3.0383275,31.844198,91.97475,21.57901
FNL,2025-01-05,27.0,13.0,21.0,10.0,4.171086,145.05641,92.50462,11.6581745
LMO,2025-01-05,33.0,16.5,21.4,12.7,1.3742161,136.86024,89.08007,20.406994
GXY,2025-01-05,26.0,11.0,18.0,8.6,3.041417,86.3463,91.528046,12.615742
LMO,2025-01-06,41.0,14.0,26.4,10.2,2.2578397,103.28089,88.03488,25.807917
GXY,2025-01-06,35.0,11.0,27.0,9.0,2.6938264,81.9899,92.8597,21.195665
FNL,2025-01-06,39.0,13.0,32.0,11.0,3.215212,119.63002,92.8597,21.426851
GXY,2025-01-07,29.0,2.0,25.0,-2.2,3.7365978,60.07163,100.0,14.397887
FNL,2025-01-07,29.0,2.0,24.8,-1.0,4.0841885,114.00439,100.0,16.457314
LMO,2025-01-07,32.5,7.7,26.2,3.2,3.0243902,79.78792,89.12024,20.583622
LMO,2025-01-08,38.5,0.3,20.3,-3.3,1.1289198,235.25893,85.72734,18.636095
FNL,2025-01-08,36.0,-1.0,20.0,-5.8,1.8248501,47.7388,91.92102,14.031985
GXY,2025-01-08,34.0,-14.0,26.0,-18.4,2.4331334,324.70422,91.370964,6.662297
GXY,2025-01-09,34.0,12.0,23.0,8.0,16.945036,345.79337,83.773575,14.304533
LMO,2025-01-09,37.6,12.4,20.3,3.6,7.9303136,3.7840738,68.237,23.451359
FNL,2025-01-09,35.0,17.0,21.0,8.0,13.90362,355.88452,67.20286,17.86397
LMO,2025-01-10,44.8,6.4,22.0,-1.0,1.5923345,325.96414,72.59034,23.795088
FNL,2025-01-10,40.0,5.0,21.0,2.0,2.9545193,148.92131,80.01833,19.638882
GXY,2025-01-10,36.0,3.0,22.0,0.0,2.5200312,97.1654,88.12936,16.904533
LMO,2025-01-11,49.5,21.7,23.4,4.0,6.6620207,304.1064,68.69762,35.419025
GXY,2025-01-11,43.0,23.0,23.0,16.0,12.252565,344.15756,84.593315,23.609547
FNL,2025-01-11,47.0,24.0,22.0,10.0,10.775306,344.51242,81.00883,27.809595
FNL,2025-01-12,40.0,19.0,15.0,7.0,7.212503,348.20984,65.16614,21.161362
LMO,2025-01-12,44.6,15.3,17.0,4.0,3.0836236,18.18507,74.05016,24.578173
GXY,2025-01-12,40.0,13.0,18.0,9.0,11.470487,329.98703,76.67561,19.685812
LMO,2025-01-13,44.0,11.0,12.2,-0.8,2.7421603,215.28261,66.29866,23.3546
GXY,2025-01-13,39.0,8.0,16.0,3.0,3.215212,41.26135,83.558784,17.934286
FNL,2025-01-13,41.0,11.0,13.0,5.0,4.5186763,106.19836,78.5128,18.577353
FNL,2025-01-14,41.0,15.0,14.0,6.0,4.605574,260.26212,76.86922,20.699545
LMO,2025-01-14,45.0,12.4,17.0,0.7,2.3972125,24.644403,73.5606,25.260956
GXY,2025-01-14,42.0,11.0,14.0,6.0,5.0400624,308.6173,83.84427,18.643991
FNL,2025-01-15,50.0,14.0,16.0,6.0,4.2579837,155.2435,70.53201,27.05772
GXY,2025-01-15,52.0,9.0,14.0,7.0,2.1724405,264.17993,83.558784,23.322199
LMO,2025-01-15,54.5,13.0,14.7,3.6,2.4146342,226.53004,66.81711,29.00333
FNL,2025-01-16,56.0,20.0,19.0,13.0,2.4331334,108.07488,74.15324,32.82237
GXY,2025-01-16,54.0,13.0,20.0,9.0,2.780724,322.29166,83.91452,24.961565
LMO,2025-01-16,60.3,17.8,19.6,-1.0,1.9651568,206.38197,73.69986,36.242153
LMO,2025-01-17,54.7,21.4,23.7,-4.7,5.9303136,69.08833,86.068695,31.439312
GXY,2025-01-17,51.0,14.0,23.0,11.0,11.644281,21.882511,92.62583,17.976624
FNL,2025-01-17,56.0,17.0,23.0,10.0,8.602865,50.782536,92.74416,21.929476
LMO,2025-01-18,21.0,-2.0,17.2,-7.2,3.087108,34.35859,84.99041,8.056041
GXY,2025-01-18,20.0,-4.0,16.0,-8.0,9.12425,8.962328,92.50462,-0.8741919
FNL,2025-01-18,20.0,-1.0,14.0,-6.0,8.255275,43.678547,92.44292,-1.8428642
LMO,2025-01-19,21.7,-10.7,10.4,-17.3,1.5331011,22.286629,82.173225,3.752512
GXY,2025-01-19,19.0,-10.0,12.2,-15.0,3.6497002,14.576288,92.317215,-2.287303
FNL,2025-01-19,24.0,-10.0,8.6,-15.0,3.7365978,37.766705,87.19587,-1.78069
FNL,2025-01-20,12.0,-9.0,3.2,-15.0,6.5173216,154.5915,84.80491,-11.961799
GXY,2025-01-20,9.0,-14.0,-1.0,-15.0,5.561448,28.983295,77.9023,-8.8029995
LMO,2025-01-20,13.0,-12.0,6.0,-18.4,3.9442508,82.51047,77.40263,-5.047634
GXY,2025-01-21,30.0,-14.0,8.0,-20.0,4.171086,299.53024,77.70344,-3.4178922
LMO,2025-01-21,41.4,-14.0,11.7,-21.0,5.466899,269.373,73.93684,9.382514
FNL,2025-01-21,37.0,-14.0,9.0,-19.0,7.125605,307.68375,83.33986,3.4674976
FNL,2025-01-22,31.0,22.0,10.0,1.0,16.945036,327.4921,50.23032,13.077066
LMO,2025-01-22,37.2,12.2,6.8,-4.5,7.574913,322.7504,57.111435,20.517508
GXY,2025-01-22,30.0,16.0,14.0,5.0,14.25121,326.39017,67.33009,10.966932
GXY,2025-01-23,32.0,17.0,12.0,6.0,11.383589,324.746,61.662563,12.825624
LMO,2025-01-23,35.6,7.7,7.7,-1.7,2.348432,248.28596,67.451294,16.433556
FNL,2025-01-23,28.0,12.0,10.0,1.0,6.95181,193.03625,70.41479,12.52015
FNL,2025-01-24,44.0,9.0,23.0,5.0,4.9531646,56.76349,84.52733,19.781033
LMO,2025-01-24,50.5,14.4,24.4,4.5,5.0592337,15.118085,82.2903,26.735313
GXY,2025-01-24,,,,,,,,
LMO,2025-01-25,27.3,18.0,23.0,14.4,2.2752614,62.51832,86.188225,19.607786
FNL,2025-01-25,26.0,17.0,20.0,12.2,5.561448,84.71988,92.62583,12.7150545
GXY,2025-01-25,,,,,,,,
LMO,2025-01-26,29.0,5.0,16.7,0.0,1.4216028,303.65366,86.78543,16.14682
FNL,2025-01-26,34.0,8.0,22.0,8.0,3.215212,35.529175,91.71853,14.712877
GXY,2025-01-26,,,,,,,,
GXY,2025-01-27,43.0,-3.0,23.0,12.0,2.2593381,346.99554,91.829796,26.694315
LMO,2025-01-27,44.2,-0.6,19.2,-5.6,0.80836236,268.7025,82.141846,21.616676
FNL,2025-01-27,47.0,2.0,23.0,0.0,2.4331334,82.7727,91.41064,17.751736
LMO,2025-01-28,45.7,10.0,17.8,2.0,2.4529617,277.75604,68.6795,24.708189
GXY,2025-01-28,47.0,5.0,24.0,2.0,2.9545193,258.83963,91.829796,19.926567
FNL,2025-01-28,50.0,11.0,21.0,7.0,2.9545193,145.52458,83.84427,25.13932
